Enschede	Hallo kipjes. Van afstand zijn jullie best oke. Tot er geluid uitkomt dan vlucht ik naar… https://t.co/q7MSlXomlt
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Koningsplein 1, Enschede	@HalloTwente De link https://t.co/C2Bi04isie doet het bij ons nog wel gewoon, zou je het nog eens willen proberen? ^RK
Koningsplein 1, Enschede	@WoutASM @HalloTwente Ja, het programma staat op onze website https://t.co/ETqNPhO77q en op onze Facebookpagina! Kom je ook langs? ^RK
Koningsplein 1, Enschede	@HalloTwente U kunt zich op dat scherm gewoon inloggen met uw mailadres en een zelfgekozen wachtwoord. ^RK
Enschede	@leenbakker @Hein_os Hallo. Ik had via de mail al bericht dat het bij de filiaal moest. Of is er nog een andere weg? Nog mijn nr nodig?
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Grad Damen - Hallo ik hou van jou #piratenhits #internetpiraten #NowPlaying
Deventer, Enschede en Hengelo	Hallo,\nMijn naam is Perry Demirel ik ben 27 jaar en sinds het begin ben ik lid bij xcellent.\nNu een paar jaar... https://t.co/dHuosCuJjj
Enschede (NL)	Zegt ze ook nog dat ze hoofdpijn krijgt van de warmte... Hallo i dont get it!
Enschede	Hallo Facebook vrienden!\nA.s. woensdag 15-06-16 houden wij een Dance in!\nDit betekent gratis proef danslessen.... https://t.co/FmleVVpE3R
Enschede, the Netherlands	Ik vind een @YouTube-video leuk: https://t.co/Q3jL6QgNmu Duet - Mabinogi Halloween Intro OST.
7665 km te ver weg in Enschede	@ZiggoWebcare Hallo Webcare, wanneer kan ik (eindelijk) gebruik gaan maken van IPv6?\nDank
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Herman Lippinkhof - Hallo goeden morgen Holland #piratenhits #internetpiraten #NowPlaying
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	Hallo pastaliefhebber! Het dagmenu is vanavond echt iets voor jou. We eten penne met tonijn, rode ui , kappertjes en roomsaus
Koningsplein 1, Enschede	@vbilanovic Hallo Vincent, zou je het op prijs stellen als we je een telefonische toelichting geven op het zorgtraject en de zorgkosten? ^RK
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
 Enschede & Amsterdam	.@buroblink @Wirelab Hallo buren! Vanmiddag 17:00 https://t.co/PHofph50vb een leerzame VriMiBo ;)
Enschede, Nederland	@Teun1942 Hallo opa gezellig ook op Twitter :)
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Grad Damen - Hallo ik hou van jou #piratenhits #internetpiraten #NowPlaying
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Herman Lippinkhof - Hallo goeden morgen Holland #piratenhits #internetpiraten #NowPlaying
Enschede	Dit weekend er zoveel nieuwe volgers erbij gekregen. Hallo allemaal! 🙆♥
Enschede	Hallo,\nWe hebben een leuke vacature gekregen van EQIB. \nReageer als je het interessant vindt. ;) https://t.co/2efjJ0Hpbp
Enschede	Hallo! Kan iemand even die regen uit doen? ☹️
Enschede, Nederland	Hallo zien jullie vandaag niet hoe aardig ik ben????? Godver
Enschede	https://t.co/MBIeo4hjMk #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede, The Netherlands	Weg met de camping-wifi! Hallo mifi! https://t.co/czf5XIz8p9 #42bis
Enschede, Deventer, Apeldoorn	@m_hopster Hallo Marco, vanwege je bericht heb ik navraag voor je gedaan en gehoord dat het gebouw niet wordt verlicht. ^MH
Enschede	RT @Weerplaza: 21/06/2016 00:34 uur: Hallo #zomer, vaarwel #lente! https://t.co/uz9KAudDTF
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	@gerben28 Hallo Gerben, de @gemeentehengelo geeft geen zakken voor verpakkingen meer uit. Je kunt gebruik maken van eigen plastic zakken.^AP
Enschede, the Netherlands	Ik vind een @YouTube-video van @danooct1 leuk: https://t.co/I3Q4vPFVg4 Virus.DOS.Morphine (happy Halloween!)
Enschede, Nederland	@is_anita Hallo Anita, je kunt via onze website een #melding indienen voor het plaatsen van een verkeersbord  https://t.co/AznskeRcAO
Enschede	@marjanroe Hallo Marjan, in de brief en containerhanger met info over vierwekelijks inzamelen. En door onze app te gebruiken natuurlijk :-)
Koningsplein 1, Enschede	@MartinHollink Hallo Martin, zou jij je tweet willen toelichten in een DM? We hebben je zojuist gevolgd. ^RK
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Hans Coolen - Hallo jij #piratenhits #internetpiraten #NowPlaying
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	@vodafoneNL Hallo vodafone, sinds gisteravond geeft onze router aan dat het internet niet beschikbaar is, hebben jullie misschien enig idee?
Enschede	Hallo eend.. Wacht op mij! #feline #efteling #tussendebuiendoor #lekkerlopen #nieuweschoentjes https://t.co/XgxoMGvwqv
Enschede, Netherlands	Hallo @RTL7 die film #ClearAndPresentDanger was volgens mij nog niet afgelopen hoor...
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede	@MyrthexLatoya Hallo Myrthe, is de binnenzijde van aluminium? Dan mag het bij het restafval. ^AP
Enschede	https://t.co/MBIeo3ZIUM #NuDraait Roel Britting - Hallo mooie meid #piratenhits #internetpiraten #NowPlaying
Enschede, Overijssel	#GrowingUpWithMyName: \n\n"Beste Julia"\n"Hallo Guillia"\n"Voor Goelia"\n\nGiulia, mensen. G-I-U-L-I-A.
Enschede	@KarineK Hallo Karine, nog net zo vaak als nu :-) ^AP
Enschede	@schildnijhuis @gemeentehengelo Hallo Jeanette, bedankt voor het meedenken! Kijk hier voor het volledige antwoord: https://t.co/u09NGyHsIJ
Enschede, Nederland	RT @Fokkem_Doodle: Hallo Noorlander, Tweebeke, @nos !\nMeer propaganda en bangmakerij nodig! #AEX + 3%!\n#Brexit moet negatief blijven!!! htt…
Enschede	@JanssenTimo Hallo Timo, om VIP te worden hoef je ook niet te betalen.
