Enschede, Overijssel	@medicibeats Hallo! Vervelend om te horen dat je je bestelling nog niet hebt ontvangen. Zou je mij een DM willen st… https://t.co/ogysOcJyzd
Enschede, Overijssel	@robberdierob Hallo! Vervelend om te horen dat je je bestelling nog niet hebt ontvangen. 😔 Helaas kunnen de bezorgt… https://t.co/76BHq1Y3Du
Enschede	@zjosdekker Prominenter worden ze niet! Hallooo, je hebt je eigen Pokémonkaart!
Dolphia, Enschede	RT @looopings: Walibi Holland komt met kindvriendelijk Halloween-evenement https://t.co/ZgeuJpbDX7 https://t.co/AaAEXQ1ZiZ
Enschede, Overijssel	@StudioSilvana_ Hallo! Zou je mij jouw code kunnen sturen in een DM? Dan kijk ik dit voor je na. 😊\nhttps://t.co/REzKjO2SD1
Enschede, Nederland	@BasToemen Hallooo je was laatst naar IJsland  ofzo
Enschede	@HallohalloRene @LavieJanRoos Leraren gaan ook niet in het weekend actie voeren
Van Emmen tot Enschede	Hallo inwoners van Emmen😃 \n\nWij lopen rond op de markt, zien wij jou zo daar?\nKom gezellig een praatje maken met on… https://t.co/Q9IqSzyOj4
Enschede	RT @guusdemari: "Hallo ik ben Guus en ben loopbaancoach". Kan het saaier? Vast niet. Het kan beter: https://t.co/WD968iRJXs \n#loopbaan #coa…
Enschede, Nederland	RT @Sandra2nd1: Je verzint het niet #D66 #Klimaatdrammer trui gemaakt door #Slavenarbeid\nHallo, #KlimaatSpijbelaars https://t.co/oMN7Poq6QD
Enschede	@MissyFrissie @Ymirko @elizemanis @marijkedentz Hallo noem jij 40 verhoging
Enschede, Nederland	RT @JasperRoos: Hallo @NOS / @RTLnieuws etc., zouden jullie willen ophouden met het delen van details over politieacties via jullie live bl…
Enschede, Nederland	Hallooooo is er een dokter in de zaal bij #Dwdd? Er zit een mevrouw met bril te raaskallen ene Beatrice de Graaf!
Enschede	@ricardoboersma @Espen_vdH is ooit als haar verkleed gegaan tijdens Halloween.
Enschede, Overijssel	Obesi-tas?  Hallo, het is echt wel handig om bewust te zijn van wat je eet en drinkt. Lees nu mijn blog.… https://t.co/ojTKJ6gbnv
Enschede	@AstridvanHelden @lewinskylou2 Hallo ik predik niet, 't was een inkoppertje lol. Nooit ook maar 1 keer gedacht dat… https://t.co/JfWuXnlrKc
Enschede	Hallo @twitter!!!\nIk heb #identiteitsfraude gemeld maar ipv dat dat account geschorst wordt, schorsen jullie de ons… https://t.co/Or61JmEiP0
Enschede	@KarinvanderWilk Hallo Karin, zou je in een DM je volledige adresgegevens willen sturen, zodat wij het een en ander… https://t.co/uy4g8pZiHu
Enschede, Overijssel	@NietSilas Hallo! Vervelend om te horen. 😔 Zou je mij een DM willen sturen met je ordernummer? Dan kijk ik dit voor… https://t.co/dYNZwhzp57
Enschede, Nederland	Halloooooo 13 zetels #PS2019 https://t.co/Pj9qQ2SFSb
Enschede	@Plimme Hallo Esther.                                                         Ik heet Ester en geen Esther☺️
Enschede, Overijssel	@johncdegreef Hallo John, Welke aankleding bedoel je, het toneelbeeld? @SchouwburgAveen
Enschede, Nederland	Hallooooo Lente! Laten we genieten van wat ons lief is &amp; zorgen voor een toekomst. https://t.co/Ugn7Vrgug0
Enschede, NL	Hallo, meneer van de uil van #Minerva\nWaar breng je ons naar toe?\nNaar Fabetjesland?\nJa, ja, naar Fabeltjesland!
Enschede	@NS_online Hallo. Hoe lang gaat de storing vanuit Eindhoven naar Enschede nog duren? Mijn zoon staat vast en al hee… https://t.co/gcqDCmpXrl
Enschede	@HeinoJO15_1 @OefenCjeugd Hallo, wij hebben zojuist besloten om niet te spelen. Enkele van onze jongens worden inge… https://t.co/Z8kyXaHEQE
Enschede, Twente	RT BrandweerGlb: RT HalloTwente: Woning verwoest door brand in #Glanerbrug, Technische Recherche doet onderzoek naa… https://t.co/onenLqSQFW
Enschede	"Hoe heet je?"\n\n"Jan-Joost"\n\n"Ok, hoe noemen mensen je?"\n\n"Jan-Joost"\n\n"Hallo Jan"
Enschede	@BenSandersBBE Hallo Ben,\n\nDankjewel, gaat vast wel lukken!\nGroet!
Enschede	RT @opfleurtweets: "Hallo, zullen wij vrienden worden?" https://t.co/ZOw5ys0U54
Enschede, Nederland	Hallo @miekezagt goeie tip van u #tipvanMieke, wij gaan ervan genieten dank @HEMA. https://t.co/QkYxIsKl0b
Enschede, Nederland	RT @FeyeNody: Hallo @miekezagt goeie tip van u #tipvanMieke, wij gaan ervan genieten dank @HEMA. https://t.co/QkYxIsKl0b
Enschede	@jurjen8 @afvaldumping074 @gemeentehengelo @BGvanWakeren @Gemeenteraad074 Hallo Jurjen, dat klopt. Alles met een st… https://t.co/dC42oHbaPn
Enschede, Nederland	@saartastic Hallo. Dat kan ik beter aan jou vragen
Enschede, Nederland	RT @Dennboss: Hallo Twitter! \n\nMijn vriendin heeft een tijd geleden een gouden armbandje van haar moeder gekregen, die weer van haar is gew…
