Groningen, The Netherlands	RT @E_Hunyadi: Spijker &amp; kop👇#Nederland\n'Hallo mensen' (pg 58-59)\n"Nederland wordt steeds gekker" https://t.co/eH4T91QrFu
Groningen, Nederland	RT @barbara_brakel: @DeNieuweMaanNTR Hallo, \n@SigridKaag &amp; @JeanineHennis\nhttps://t.co/q2RE9JVjpt\n@fidanekiz: 'Als iemand zegt dat Nederlan…
Groningen	Hallo @Garmin ,\nHeeft de #garmin Connect app storing?
Groningen	@KPNwebcare Hallo, ik ben kampioenschap schaatsen aan het kijken en precies in de finale ronde valt (cont) https://t.co/cfoaJrm38H
Groningen, Nederland	@frankweeink @PeterBom4 Hallo Frank en Peter, Mag Rossi nu alleen de 'laatste' stroomlijn nog gebruiken, of mag hij… https://t.co/hqrxXEXT8f
Groningen, The Netherlands	RT @Plattelander14: Hallo @RTLnieuws. Ik mis in dit kritische stuk een verwijzing naar de milieuonvriendelijke winning van kobalt in Congo.…
Groningen, The Netherlands	RT @Plattelander14: Hallo @FrieslndCampina . Zie hier weer een fijne uitspraak van het overgesubsidieerde @Natuurmonument met leugens over…
Groningen	Hallo Zaltbommel, we zijn er weer! https://t.co/c8JXaJmqUq
Groningen	@Cees_Geluk @TjeerdStreekstr Hallo, ik ben Cees van de #SP. Als iemand iets tweet wat me niet bevalt ga ik dreigen… https://t.co/NxP20J8Jdg
Groningen	@Joanne1200 @Ideosyncraat 'Moi Mien Jong' is gronings voor 'Hallo vriend/kennis/persoon'
Groningen	@Joanne1200 @Ideosyncraat Groningers gebruiken 'Moi' voor 'hoi,Hallo en tot ziens'
Groningen, Nederland	@HallohalloRene @thierrybaudet @mauricedehond Thierry lijkt inderdaad heel veel op Pim. Bepaalde groepen als de boo… https://t.co/G6ascBpRc8
Groningen	@franssuper Hallo, ik ben Frans Superrrrrr en ben zo tegenstrijdig dat ik mezelf binnen 4 minuten volstrekt belache… https://t.co/eGloGXsHNS
Groningen	@parkmobilenl Hallo, 7 mrt jl. hebben jullie een bedrag van mijn rekening afgeschreven. Ik maak geen gebruik van ju… https://t.co/isB9KL9i0N
Groningen, Nederland	@OfficeCentreNL Hallo, ik heb bij jullie vrijdag een laptop besteld alleen weet ik niet of de laptop al onderweg is… https://t.co/XBJk4O1tpo
Groningen, Nederland	11. De man op wie we kunnen stemmen staat strak centraal op de poster van @PartijvhNoorden. Hallo Dries Zwart! Lekk… https://t.co/Ql8lz8wAhY
Groningen, Nederland	Hallo @rtvnoord! Die ‘flauwe’ klassieker (no thanks but thanks) waaraan jullie refereren is een productie van julli… https://t.co/hQftyDVKgp
Groningen, Nederland	Hallo @rtvnoord! En nog een journalistieke tip: in plaats van lollig doen over dat zo’n filmpje zonder bronvermeldi… https://t.co/y312w9XjSQ
Groningen, Nederland	Hallo vriend, uw contante beloning van € 18.14 💰 💰 💰 is hier! Klik om het in 3 minuten te verkrijgen voor het verva… https://t.co/V2B1Lp3slb
Groningen, Nederland	Hallo vriend, uw contante beloning van  € 18.14 💰 💰 💰 is hier! Klik om het in 3 minuten te verkrijgen voor het verv… https://t.co/4x3eJSWjrm
Groningen, Drenthe	@Henry73662635 Hallo Henry, wil je een pb sturen? dan kan ik je alle info geven over Polaris\ngroetjes Floor
Groningen, Nederland	RT @Aanbiedingen4u: Hallo vriend, uw contante beloning van € 18.14 💰 💰 💰 is hier! Klik om het in 3 minuten te verkrijgen voor het vervalt!…
Groningen	RT @bramdouwes: Hallo @rtvnoord! Die ‘flauwe’ klassieker (no thanks but thanks) waaraan jullie refereren is een productie van jullie zelf,…
Groningen	RT @bramdouwes: Hallo @rtvnoord! En nog een journalistieke tip: in plaats van lollig doen over dat zo’n filmpje zonder bronvermelding uit z…
Groningen	RT @arnesmeets: @DeJongeAkademie Hallo @Radboud_Uni, zullen wij anders even het goede voorbeeld geven en dat (toch nogal ouderwetse...) 'iu…
Freistaat Groningen	RT @TUINederland: @JohannesDreijer Hallo Johannes, wij zijn in nauw contact met de fabrikant en luchtvaartautoriteiten (EASA en de FAA). De…
Groningen	Hallo heb je een tuin en een Ikea-opbergdoos en wat kattenbrokjes? Klimaatmarcheer dan even door naar het donkerste… https://t.co/ywuf8olhVA
Hoogezand, Groningen	Hallo @PostNL vreemd; pakketje zou tussen 17.00 en 20.00 komen; maar is nog niet eend gesorteerd… #waargaarhetmis?… https://t.co/KKZaK4TIqC
Groningen	@MissM01488287 Hallo. Dat is zeker niet normaal! Helemaal vervelend op zo'n regenachtige dag. Zou je ons per mail j… https://t.co/Z7Bqd99vU7
Groningen	@FransDebets @hotzehofstra @Polder_PV Hallo Frans 👋🏻 \nWist je dat er zelfs banken zijn die tot 85%/90% kunnen gaan… https://t.co/s7fz00i969
Bedum, Groningen	Hallo #psgroningen bestuurders die zich beklagen  bij het #dvhn. Waar waren jullie? Meelopen aan de hand van Den Ha… https://t.co/mYb4KJovoU
Groningen & Europa	@Nietzman "Hoi klant! Een wat? Een Switch!? Ha! Noooo, WIJ hebben een WII U!\n\nHallo?" \n\n"Hallo?"
Groningen	@Fabwjm Hallo, das ook niet aardig.
Groningen, Nederland	Hallo @ mentor. Ik zit nu niks te doen tijdens jouw vergadering. Hallo.
Groningen, Nederland	Hallo alle 1200 mensen die straks ineens staan te springen om een kaartje voor Heerenveen-uit te kopen, Alkmaar is… https://t.co/lCTjcaps5w
Groningen	RT @Thijs_Faber: Hallo alle 1200 mensen die straks ineens staan te springen om een kaartje voor Heerenveen-uit te kopen, Alkmaar is niet ee…
Groningen	@Leenz53904261 Hallo Leen, de voordeur is er alleen voor instappers. Uitstappen doe je bij de achterdeur(en). De ch… https://t.co/yQ0zK1A0WW
Groningen	RT @DeBuikvhPeloton: Hallo hallo, een nieuw bericht op De Buik. Lezen maar! \\"Podcastspecial: Vanuit het Omnium\\" https://t.co/vAdQ7L76i1
Groningen, The Netherlands	@SamsungMobileNL Hallo, hoe kan ik video's opnemen in pro mode? https://t.co/827wDFVu1Z
Briltil, Groningen	RT @natCO2markt: Primeur in Australië, op Niels Olsen’s Hallora 100 hectare farm 11.2 ton soil carbon vastgelegd per hectare en krijgt carb…
Groningen, Nederland	RT @MENEERDEGREEF: Hallo! Volgen jullie @VetteSletten al? Nee? Ga doen dan! https://t.co/MSLfXfq0G0
Groningen	@TransIP Hallo ik heb momenteel nog geen producten bij u. Ik ben aan het rondkijken. En hoe het betaald moet worden… https://t.co/kaWFUQuOcQ
Groningen	@mkeulemans @RoozeGeraldine @KNMI @volkskrant Hallo? Ik zie dat u alweer hele snedige tweets verspreidt, met mooie… https://t.co/zamvEv3UtE
Groningen, Groningen	Hallo @freekvonk de kinderen van mijn werk waren vandaag op onderzoek in de sloot. Ze vonden dit diertje. Volgens o… https://t.co/XhjrVdH4lY
Groningen	Zeer succesvolle informatieavond Hallo MBO bij @Noorderpoort_GW en @NP_ZorgAssen met alle tijd en aandacht voor 150… https://t.co/dpEiE4uyHF
Groningen	Hallo @EventbriteNL, er gaat iets fout bij een event van mij. Er is een oud organisator profiel gebruikt, een user… https://t.co/oriDF16ON4
Groningen	@TherezaLangeler Hallo Thereza, veel succes en werkplezier bij de NDC mediagroep. ^^LL
Groningen & Europa	@BoukeVlierhuis @CharlottesLaw @BNOtweets Ik ging voor geheime optie 3: “Hallo meneer inkoop? Ja dit is onzin. Mag… https://t.co/weoLQQwOjH
Groningen, Nederland	RT @Arriva_NL: @94Scumbag  Hallo, hier kun je lezen wat het inhoud en wat voor invloed het heeft op Arriva. https://t.co/qlfPHH4mDk ^Zoë
Groningen (NL)	Hallo uit Praag! Tijd om kaartjes te kopen voor Dukla Praha - MFK Karviná. Denk ik. https://t.co/cEVZKHTE4X
Groningen	@VriesGerrit Hallo Gerrit, dit is zeker niet zoals het zou moeten gaan. Hoe laat, waar vandaan en welke richting? D… https://t.co/1QHy8NsNL1
Groningen	@HttpNielsonHallo, daar staat eigenlijk "zo" en daar wordt zondag mee bedoelt. ^BB
Groningen	RT @MeneerBint: Hallo #Urkers\n\n"De inteelt die hierdoor ontstond zorgt er zelfs vandaag nog voor dat sommige genetische ziektes hier relati…
Groningen, NL	RT @lientje1967: Wéér iets nieuws. Landschapsinclusieve landbouw.... Weer een tafel waar boeren over MOETEN meepraten. Hallo mensen, onze b…
Groningen	RT @DommelenMarijke: Hallo Nathalie @ZilverenKruis Het is nu einde van de werkweek en we hebben nog niets gehoord. Geen bericht via vecozo…
Groningen, Nederland	RT @Elsa_vdOuweland: Zeer succesvolle informatieavond Hallo MBO bij @Noorderpoort_GW en @NP_ZorgAssen met alle tijd en aandacht voor 150 ‘k…
gemeente Groningen	@WendyWajong @hugodejonge @MinIenW @MinVWS @SvVeldhoven Hallo randstad, hier het hoge noorden.\nHier rijden arriva t… https://t.co/pn0UREy22j
gemeente Groningen	@WendyWajong @hugodejonge @MinIenW @MinVWS @SvVeldhoven Hallo randstad, hier het hoge noorden.\nHier rijden #Arriva… https://t.co/rIiD1GrXQa
Groningen, Nederland	@rtvnoord Hallo expeditie grunn, komen jullie ook kijken bij de jeugdbrandweer oefenwedstrijden in Wiebert? Als jul… https://t.co/e6k9ew30II
Binnenstad-Zuid, Groningen	Hallo @ADnl jullie plaatsen altijd updates van Gaby Blaaser. Maar die meid is toch gewoon porno?  https://t.co/WX8Oh7bJXF
West-Indische buurt, Groningen	@MisterBlok @NadiaBouras @hebawi Hallo daar😉 Ik zeg nog, ‘counteren met echt realisme’ en ‘exposen tot de massa afh… https://t.co/ufGjVdP9wo
Altijd dichtbij: Groningen-stad	Hallo @AWP_NL, op jullie site prominent (lees: hinderlijk) aanwezig hoe lid te worden, maar niks concreet over part… https://t.co/GbjNYwnryp
Groningen	Hallo, ik weet dat het supervet is als je filmpjes hebt wat er in Utrecht gebeurt, maar zolang de politie nog op zo… https://t.co/IJg4Rp2ho5
Groningen, Nederland	RT @Holsappel: Hallo, ik weet dat het supervet is als je filmpjes hebt wat er in Utrecht gebeurt, maar zolang de politie nog op zoek is naa…
Groningen, Nederland	RT @Holsappel: Hallo, ik weet dat het supervet is als je filmpjes hebt wat er in Utrecht gebeurt, maar zolang de politie nog op zoek is naa…
Groningen, Netherlands	RT @HallohalloRene: @LavieJanRoos Stiekem loopt half links Nederland momenteel met een tent in zijn broek in de ijdele hoop dat de dader ee…
Groningen, the Netherlands	Veel politie bij de grensovergang Bad Nieuweschans. Meer dan gebruikelijk. Maar we mogen door. Hallo Duitsland!
Groningen, Nederland	@NRGAdamMT Hallo ‘van de toekomst’, ik ben David
Het wingewest Groningen.	Hallo...mag dit zomaar???
Groningen	@wolfsizzle Hallo, wat fijn dat je dit wilt melden. Dit wordt goed uitgezocht. Je kunt dit melden via onze site: https://t.co/UPoMgeLR8l ^BB
Groningen, Noord Nederland	@CarloSchimmel Hallo Carlo, dan had je bij het debat van @rtvnoord van de @provgroningen moeten zijn. @Fleurgraeper… https://t.co/plOmQhViMy
Groningen, the Netherlands	@HalloRia Veel succes en plezier! Ik zit vandaag ook op een basisschool (aquamarijn in Gravenburg). Leuk om te zien… https://t.co/yED6ak4qwI
Groningen	@danielverlaan @KVK_NL Hallo Daniel? Je doet nog al een beschuldiging tav de KvK, dat die gegevens van privégegeven… https://t.co/T4iVpp9LKl
Groningen, Nederland	@antoinevexin @Hannesz1956 @ThomasRaue @fvdemocratie @telegraaf @thierrybaudet Hallo zie ik eruit als zo,n knakker… https://t.co/xnPu7uEo36
Groningen, Nederland	Hallo 1ste  Lentedag ❤ 🌈\nDe zon op je toet en een glimlach op je snoet 🌞 🌈 https://t.co/qAmFYrybBI
Groningen, Nederland	@euspeters @vraagstaart Daarom druk ik ze gelijk weg....Of neem op met...Hallo!
Groningen	RT @YB_Eagle: Hallo @MichaelvanPraag maar gelukkig geen Pyro he, kan de @KNVB het brengen van een klein maar betekenisvol teken van respect…
Groningen	Hallo @Stadsbeheer050 op de kruising Dierenriemstraat/Eikenlaan is het groene lampje van verkeerslicht 28.1 (fiets) defect.
Provincie Groningen	Hallo @NOS dit staatje kan aangepast worden. Uitslag Groningen is bekend (zie https://t.co/KxLQ2jJYtl ) GroenLinks… https://t.co/b7MhDwUPHY
Groningen (Netherlands)	RT @Burning21695606: Hallo volgers, wil iedereen die #PVV of #FvD  heeft gestemd svp per direct opflikkeren uit mijn friendslist? Ik wil ge…
9714 Groningen	Dag functioneringsgesprek. Hallo Collega Meting! \nhttps://t.co/RB1EKt5hun
♥ Groningen	RT @MaddyVangangelt: Hallo! Een vriend van mij moet binnen een week zijn kamer uit en zoekt dus iets nieuws. Budget: €800 incl, een kamer,…
Groningen	RT @sannetenwolde: Hallo heb je een tuin en een Ikea-opbergdoos en wat kattenbrokjes? Klimaatmarcheer dan even door naar het donkerste stuk…
Groningen	@voetbalgeneuzel Lekker trollen van Koetje wel. \n\nRK: Hey Daryl! Met Ronald! Hoe gaat het?\nDJ: Hallo. Goed en met u… https://t.co/XpeebAMvHk
Groningen, Groningen	Men vraagt vaak aan mij bij het eerste weerzien: “Hallo, hoe gaat het met je?” Of “Hallo, alles goed?”. Mijn antwoo… https://t.co/5LSb3fEfRn
Groningen, The Netherlands	@mejuffrouwjoke Hallo Joke, hoe is het ermee?
Groningen, the Netherlands	Hallo weekendmensen! Ik heb weer een boekje gemaakt. Het heet ‘Sokkenkruim’, telt 16 pagina’s, heeft 6 kleuren en i… https://t.co/Vw9o4So7Gq
Groningen	@FlixBus_NL Hallo Flix! Ik heb net een bestelling van twee busplaatsen gedaan, helaas kreeg ik na betaling een fout… https://t.co/g5GFiopM6c
Oost Groningen	RT @devikagauri: Hallo! Je hebt nog twee uur de tijd om naar de Dam te komen, voor de Manifestatie Tegen Racisme en Discriminatie. Zie je o…
Haren (Groningen)	Aankomst bij @mulderpot @pronkjewailpad #pwp2019 Hallo, wat veel soorten meel om zelf heerlijk brood mee te bakken!… https://t.co/j97tSOiPuQ
Oldambt, Groningen, Nederland 	RT @rjontw: Aankomst bij @mulderpot @pronkjewailpad #pwp2019 Hallo, wat veel soorten meel om zelf heerlijk brood mee te bakken! En weer een…
Groningen	Was gedaan, keuken schoon, wc schoon en nu is de energie op en heb ik lood in mn benen 😄 Halloooo heerlijke bank en… https://t.co/mLkW8YMNqK
Groningen, Nederland	Hallo lieve vrienden het was een poosje stil met politie account promoten ik had ff geen inspiratie meer 🙈 maar hie… https://t.co/PUs7IVDncZ
Groningen	@hebawi @Emkoning @g900ap @JPeterBurger @APleijter Hallo daar, die Jan Elema in dat stuk is een hoofdpersoon uit ve… https://t.co/pxY9QCUJld
Groningen, Nederland	@MieleNederland \nHallo ,ondertussen 3 mnd de machine in huis en deze mail is twee maand oud ,graag een verklaring https://t.co/mO5X1FuL2U
Groningen, The Netherlands	RT @NL_Wetenschap: Hallo wereld! Ik ben Cynthia Liem, Universitair Docent aan @EEMCS_TUD @tudelft, informaticus en musicus, werkend aan zoe…
Groningen, The Netherlands	@NL_Wetenschap Hallo Cynthia, hier een popmuziekgek die op het HBO j  Grunnen o.a. programmaeren geeft. Leuk verhaal, ken jij Chordify?
Groningen, Niederlande	RT @NL_Wetenschap: Hallo wereld! Ik ben Cynthia Liem, Universitair Docent aan @EEMCS_TUD @tudelft, informaticus en musicus, werkend aan zoe…
Groningen, Nederland	Hallo Allemaal, \n\nhelaas hebben de mannen gisteren verloren van Duitsland stiekem had ik dat wel gedacht, nooit zeg… https://t.co/3PkvmQzu4M
Groningen, Nederland	Hallo Lieve vrienden 😀 ik zou het echt super lief van jullie vinden als jullie mijn voetbal pagina like en delen ik… https://t.co/ykw76N3cdv
Groningen, Nederland	Hallo mensen, Stijn aka @alaphilippe__ zijn account is opgeschort, hij heeft gelukkig een nieuwe. Volg die man als… https://t.co/pX1y4vhv6a
NO Groningen 	RT @RichardK1968NL: @WelkomGasberaad @theaterkielzog @sodmnl @Middengroningen Hallo @rtvnoord, kunnen jullie een livestream opzetten voor m…
Groningen	@LucasBuik Hallo Lucas, dat is niet bekend.
Groningen, Nederland	RT @watvindjezelf: Hallo @hugodejonge \n\nKijk je vanavond even naar #jinek.\n\nHoe fijn de zorg ondertussen is ingericht.\n\nZal wel iets met af…
Groningen, Nederland	RT @watvindjezelf: Hallo #Jinek,\n\nVraag gewoon eens een paar verpleegkundigen/zorgmedewerkers aan tafel.\n\nDan zal je schrikken van de verha…
Groningen, Nederland	RT @PetradeBoevere: Hallo @miekezagt kun je ook iets twitteren over onze Israëlische whisky's en gins van de Milk &amp; Honey Distillery. Die k…
Groningen, Nederland	@pelzerslilian Hallo ik ben Loes.... ik ben een verfaholic!🙋🏼‍♀️
Groningen	Hallo @PostNL  hoe lang zijn jullie van plan deze bestelling vast te houden...? https://t.co/OnADHpmeUl
Groningen	@PostNL Hallo! Vandaag wederom niet binnen gekregen... Ik hoop dat jullie hier iets meer in kunnen betekenen? Lijkt… https://t.co/0iBaB5q7Oj
Groningen Netherlands	RT @DutchTechZone: #Hallostage #VPB #DutchTechZone \nStage-app laat ondernemers en studenten swipen langs bedrijven https://t.co/on8UNRRLUK
Groningen	Hallo, wij komen u redden. Hallo terug, wij gaan u kapen
Groningen, Nederland 🌹	RT @Mevrouw_Maas: Hallo #PVV en #FVD ik ben een linkse docent.\nPak me dan, als je kan.
Groningen | Bedum	RT @Sandraherkstr: @martinscholma @WinsumNieuws @Noorderkrant @deBedumer @deBedumerNL Hallo Martin, de raad van @HetHogeland heeft gisteren…
Groningen, Nederland	@JopS85 Hallo Merijn we gaan vandaag niet niet de kaartverkoop van FC Groningen afzeiken, zo werkt dat hier niet
Groningen, Nederland	Na jaren een foto uit 2009/2010 te gebruiken, toch maar tijd voor een nieuwe profielfoto.\n\nHallo wereld, beetje min… https://t.co/dKyEIusgzL
Groningen, Nederland	Eindelijk! Morgen komt ons huis op #funda Hallo ander leven (als het huis verkocht wordt)! #huistekoop #houseforsale #Groningen
Groningen, The Netherlands	Hallo LenteKriebelsteams. \n\nZaterdag 30 maart beginnen we aan de 17e LenteKriebels.\nHet is de jaarlijkse grote scho… https://t.co/sulHoDaXVg
Groningen	@SirKeySafe Hallo, ik zie dat stadpolders in Dordrecht ligt. Dit nummer is van Qbuzz Groningen-Drenthe. Ik moet je… https://t.co/OQODUvg8AX
Groningen	@albertheijn @iam_ellis Hallo Colin, Hartelijk dank voor je antwoord. Jij schrijft dat het vlees uit Nederland kan… https://t.co/2QfoXvVrLY
Groningen, Nederland	#rtldebat Hallo #pechtold, In die bussen zaten heel weinig gezinnen, maar wel veel mannen..\nDoor 3 scholieren geïnt… https://t.co/k14hwGM2p0
Ten Boer, Groningen	RT @hiwe39: Hallo LenteKriebelsteams. \n\nZaterdag 30 maart beginnen we aan de 17e LenteKriebels.\nHet is de jaarlijkse grote schoonmaak in Gr…
Groningen (Meerstad)	Hallo Geert, wil je dat ik op een stoel ga staan of ga je op de grond zitten?\n\nDenk er maar even overna, dan kleed… https://t.co/zfgLQJVbsK
Groningen, Nederland	RT @PeterNLinBCN: Hallo @minpres, @RobJetten @sybrandbuma van @vvd, @d66 en @cdavandaag. Heeft u al een uitnodiging ontvangen van uw Spaans…
Groningen, Nederland	RT @Repelsteeltje21: Hallo @nrc\nGaan jullie rectificeren nu de #Franse vrienden van @thierrybaudet bewijzen dat jullie GELOGEN hebben?\nhttp…
Groningen, Nederland	- Hallo Senna, wie gehts?\n- Ja goed toch, je weet toch...\n#IkVertrek
Groningen, The Netherlands	@EllendeVisser Hallo Ellen. Ik heb je interview met Jules Montague gelezen. Daardoor ben ik benieuwd wat je van mij… https://t.co/vdNxjawB7f
Groningen	@menno_wieringa , Hallo Menno ik wil graag in contact met u komen ivm met een pinpas diefstal bij de supermarkt in bejium.
Groningen, Nederland	@Samsung_NL. Hallo. Ik heb een televisie van jullie, maar op een een of andere manier heeft die televisie het erg m… https://t.co/c3q5oqKXJY
